"Player","Team","Position","Type","Team","Pr","Grp/Max","Date (PST)","Gameweek"
"Armando Broja","CHE/FUL","F","Drop","vu","","","Fri Sep 29, 2023, 7:05AM","7"
"Antony","MUN","F","Claim","md","","","Fri Sep 29, 2023, 3:34AM","7"
"Callum Hudson-Odoi","CHE/NOT","F","Drop","md","","","Fri Sep 29, 2023, 3:34AM","7"
"James Garner","EVE","M","Claim","mg","1","1/99","Thu Sep 28, 2023, 6:36AM","7"
"Nayef Aguerd","WHU","D","Drop","mg","","","Thu Sep 28, 2023, 6:36AM","7"
"Armando Broja","CHE/FUL","F","Claim","vu","","","Wed Sep 27, 2023, 3:00PM","7"
"Christian Eriksen","MUN","M","Drop","vu","","","Wed Sep 27, 2023, 3:00PM","7"
"Vitalii Mykolenko","EVE","D","Claim","tj","","","Wed Sep 27, 2023, 9:32AM","7"
"Marcus Tavernier","BOU","M","Drop","tj","","","Wed Sep 27, 2023, 9:32AM","7"
"Dara O'Shea","BUR","D","Claim","tj","","","Tue Sep 26, 2023, 2:11PM","7"
"Kevin Schade","BRF","M","Drop","tj","","","Tue Sep 26, 2023, 2:11PM","7"
"Issa Diop","FUL","D","Claim","vu","","","Tue Sep 26, 2023, 7:17AM","7"
"Armando Broja","CHE/FUL","F","Drop","vu","","","Tue Sep 26, 2023, 7:17AM","7"
"James Trafford","BUR","G","Claim","tj","","","Tue Sep 26, 2023, 7:08AM","7"
"Nick Pope","NEW","G","Drop","tj","","","Tue Sep 26, 2023, 7:08AM","7"
"Armando Broja","CHE/FUL","F","Claim","vu","","","Tue Sep 26, 2023, 7:05AM","7"
"Craig Dawson","WOL","D","Drop","vu","","","Tue Sep 26, 2023, 7:05AM","7"
"Luca Koleosho","BUR","F","Claim","mg","1","1/99","Tue Sep 26, 2023, 7:03AM","7"
"Michail Antonio","WHU","F","Claim","vu","","","Tue Sep 26, 2023, 7:03AM","7"
"Josh Cullen","BUR","M","Claim","mg","1","1/99","Tue Sep 26, 2023, 7:03AM","7"
"Nayef Aguerd","WHU","D","Claim","mg","1","1/99","Tue Sep 26, 2023, 7:03AM","7"
"Vladimir Coufal","WHU","D","Claim","mg","1","1/99","Tue Sep 26, 2023, 7:02AM","7"
"Timothy Castagne","LEI/FUL","D","Claim","tj","","","Tue Sep 26, 2023, 7:02AM","7"
"Mads Roerslev","BRF","D","Drop","tj","","","Tue Sep 26, 2023, 7:02AM","7"
"Jordan Pickford","EVE","G","Claim","katabe","","","Tue Sep 26, 2023, 7:00AM","7"
"Josh Brownhill","BUR","M","Claim","katabe","","","Tue Sep 26, 2023, 7:00AM","7"
"Ashley Young","EVE","D","Claim","katabe","","","Tue Sep 26, 2023, 7:00AM","7"
"Sean Longstaff","NEW","M","Claim","katabe","","","Tue Sep 26, 2023, 7:00AM","7"
"Willy Boly","NOT","D","Claim","sean","","","Tue Sep 26, 2023, 7:00AM","7"
"Enzo Fernandez","CHE","M","Drop","sean","","","Tue Sep 26, 2023, 7:00AM","7"
"Cody Gakpo","LIV","F","Claim","katabe","","","Tue Sep 26, 2023, 7:00AM","7"
"Aaron Ramsey","AVL/BUR","M","Claim","ben","","","Tue Sep 26, 2023, 7:00AM","7"
"Jeffrey Schlupp","CRY","M","Drop","ben","","","Tue Sep 26, 2023, 7:00AM","7"
"Abdoulaye Doucoure","EVE","M","Claim","sean","","","Tue Sep 26, 2023, 7:00AM","7"
"Jean-Ricner Bellegarde","WOL","M","Drop","sean","","","Tue Sep 26, 2023, 7:00AM","7"
"Simon Adingra","BHA","F","Drop","mg","","","Mon Sep 25, 2023, 11:59PM","7"
"Matheus Cunha","WOL","F","Drop","mg","","","Mon Sep 25, 2023, 5:28PM","7"
"Joao Gomes","WOL","M","Drop","mg","","","Mon Sep 25, 2023, 5:27PM","7"
"Nelson Semedo","WOL","D","Drop","mg","","","Mon Sep 25, 2023, 5:27PM","7"
"Matt Turner","NOT","G","Drop","katabe","","","Mon Sep 25, 2023, 11:10AM","7"
"Fabio Vieira","ARS","M","Drop","katabe","","","Sun Sep 24, 2023, 1:59PM","7"
"Vitaly Janelt","BRF","M","Drop","katabe","","","Sun Sep 24, 2023, 11:10AM","7"
"Rayan Ait-Nouri","WOL","D","Drop","katabe","","","Sun Sep 24, 2023, 11:08AM","7"
"Arnaut Danjuma Groeneveld","EVE","F","Drop","katabe","","","Sun Sep 24, 2023, 11:08AM","7"
"Hwang Hee-Chan","WOL","F","Drop","vu","","","Sun Sep 24, 2023, 11:01AM","7"
"Mykhailo Mudryk","CHE","M","Claim","vu","","","Sun Sep 24, 2023, 5:53AM","6"
"Harvey Barnes","NEW","M","Drop","vu","","","Sun Sep 24, 2023, 5:53AM","6"
"Simon Adingra","BHA","F","Claim","mg","1","1/99","Sun Sep 24, 2023, 5:28AM","6"
"Manor Solomon","TOT","F","Drop","mg","","","Sun Sep 24, 2023, 5:28AM","6"
"Marcus Tavernier","BOU","M","Claim","tj","","","Sun Sep 24, 2023, 5:17AM","6"
"Micky van de Ven","TOT","D","Drop","tj","","","Sun Sep 24, 2023, 5:17AM","6"
"Zeki Amdouni","BUR","F","Claim","aj","","","Sat Sep 23, 2023, 11:24AM","6"
"Anass Zaroury","BUR","F","Drop","aj","","","Sat Sep 23, 2023, 11:24AM","6"
"Mads Roerslev","BRF","D","Claim","tj","","","Sat Sep 23, 2023, 9:05AM","6"
"Julio Enciso","BHA","F","Claim","md","","","Sat Sep 23, 2023, 7:50AM","6"
"Tyrick Mitchell","CRY","D","Claim","ben","","","Sat Sep 23, 2023, 6:45AM","6"
"Cody Gakpo","LIV","F","Drop","ben","","","Sat Sep 23, 2023, 6:45AM","6"
"Jean-Ricner Bellegarde","WOL","M","Claim","sean","","","Sat Sep 23, 2023, 6:45AM","6"
"Abdoulaye Doucoure","EVE","M","Drop","sean","","","Sat Sep 23, 2023, 6:45AM","6"
"Max Kilman","WOL","D","Drop","tj","","","Fri Sep 22, 2023, 10:36PM","6"
"Rayan Ait-Nouri","WOL","D","Claim","katabe","","","Fri Sep 22, 2023, 9:52AM","6"
"Vitaly Janelt","BRF","M","Claim","katabe","","","Fri Sep 22, 2023, 9:50AM","6"
"Callum Hudson-Odoi","CHE/NOT","F","Claim","md","","","Fri Sep 22, 2023, 7:00AM","6"
"Leon Bailey","AVL","F","Claim","rafa","","","Thu Sep 21, 2023, 6:32PM","6"
"Pablo Sarabia","WOL","M","Drop","rafa","","","Thu Sep 21, 2023, 6:32PM","6"
"Fabian Schar","NEW","D","Claim","sean","","","Thu Sep 21, 2023, 7:28AM","6"
"Scott McKenna","NOT","D","Drop","sean","","","Thu Sep 21, 2023, 7:28AM","6"
"Brennan Johnson","NOT/TOT","F","Claim","katabe","","","Wed Sep 20, 2023, 10:25PM","6"
"Arnaut Danjuma Groeneveld","EVE","F","Claim","katabe","","","Wed Sep 20, 2023, 11:57AM","6"
"Fabio Vieira","ARS","M","Claim","katabe","","","Wed Sep 20, 2023, 11:53AM","6"
"Willian","FUL","F","Drop","katabe","","","Tue Sep 19, 2023, 9:48AM","6"
"Willy Boly","NOT","D","Drop","katabe","","","Tue Sep 19, 2023, 9:48AM","6"
"Miguel Almiron","NEW","M","Claim","ben","","","Tue Sep 19, 2023, 9:05AM","6"
"Said Benrahma","WHU","M","Drop","ben","","","Tue Sep 19, 2023, 9:05AM","6"
"Max Kilman","WOL","D","Claim","tj","","","Tue Sep 19, 2023, 7:47AM","6"
"Joseph Gomez","LIV","D","Drop","tj","","","Tue Sep 19, 2023, 7:47AM","6"
"Craig Dawson","WOL","D","Claim","vu","","","Tue Sep 19, 2023, 7:22AM","6"
"Michail Antonio","WHU","F","Drop","vu","","","Tue Sep 19, 2023, 7:22AM","6"
"Nick Pope","NEW","G","Claim","tj","","","Tue Sep 19, 2023, 7:15AM","6"
"Mark Flekken","BRF","G","Drop","tj","","","Tue Sep 19, 2023, 7:15AM","6"
"Hwang Hee-Chan","WOL","F","Claim","vu","","","Tue Sep 19, 2023, 7:09AM","6"
"Rico Henry","BRF","D","Drop","vu","","","Tue Sep 19, 2023, 7:08AM","6"
"Matheus Nunes","WOL/MCI","M","Claim","ben","","","Tue Sep 19, 2023, 7:07AM","6"
"Joelinton","NEW","M","Drop","ben","","","Tue Sep 19, 2023, 7:07AM","6"
"Joao Gomes","WOL","M","Claim","mg","3","1/99","Tue Sep 19, 2023, 7:00AM","6"
"John McGinn","AVL","M","Drop","mg","","","Tue Sep 19, 2023, 7:00AM","6"
"Nelson Semedo","WOL","D","Claim","mg","2","1/99","Tue Sep 19, 2023, 7:00AM","6"
"Serge Aurier","NOT","D","Drop","mg","","","Tue Sep 19, 2023, 7:00AM","6"
"Matheus Cunha","WOL","F","Claim","mg","1","1/99","Tue Sep 19, 2023, 7:00AM","6"
"Ryan Gravenberch","LIV","M","Drop","mg","","","Tue Sep 19, 2023, 7:00AM","6"
"Raul Jimenez","FUL","F","Drop","katabe","","","Sat Sep 16, 2023, 2:04PM","6"
"Issa Diop","FUL","D","Drop","katabe","","","Sat Sep 16, 2023, 2:04PM","6"
"Harvey Barnes","NEW","M","Claim","vu","","","Sat Sep 16, 2023, 8:59AM","5"
"Miguel Almiron","NEW","M","Drop","vu","","","Sat Sep 16, 2023, 8:59AM","5"
"Brennan Johnson","NOT/TOT","F","Drop","katabe","","","Sat Sep 16, 2023, 8:47AM","6"
"Willian","FUL","F","Claim","katabe","","","Sat Sep 16, 2023, 6:55AM","5"
"Bobby De Cordova-Reid","FUL","F","Drop","katabe","","","Sat Sep 16, 2023, 6:54AM","5"
"Raul Jimenez","FUL","F","Claim","katabe","","","Fri Sep 15, 2023, 11:25PM","5"
"Issa Diop","FUL","D","Claim","katabe","","","Fri Sep 15, 2023, 11:23PM","5"
"Aaron Ramsdale","ARS","G","Drop","katabe","","","Fri Sep 15, 2023, 11:20PM","5"
"Anthony Elanga","NOT","F","Drop","katabe","","","Fri Sep 15, 2023, 11:20PM","5"
"Tomas Soucek","WHU","M","Claim","sean","","","Fri Sep 15, 2023, 8:33PM","5"
"Tyrick Mitchell","CRY","D","Drop","sean","","","Fri Sep 15, 2023, 8:33PM","5"
"Conor Gallagher","CHE","M","Claim","sean","","","Fri Sep 15, 2023, 8:32PM","5"
"Matheus Nunes","WOL/MCI","M","Drop","sean","","","Fri Sep 15, 2023, 8:32PM","5"
"Antony","MUN","F","Drop","md","","","Wed Sep 13, 2023, 5:59AM","5"
"Dango Ouattara","BOU","F","Drop","md","","","Sat Sep 9, 2023, 8:44AM","5"
"Said Benrahma","WHU","M","Claim","ben","","","Fri Sep 8, 2023, 7:08AM","5"
"Joao Pedro","BHA","F","Claim","vu","","","Fri Sep 8, 2023, 7:04AM","5"
"Matheus Cunha","WOL","F","Drop","vu","","","Fri Sep 8, 2023, 7:04AM","5"
"Thomas Partey","ARS","M","Drop","ben","","","Fri Sep 8, 2023, 7:03AM","5"
"Michail Antonio","WHU","F","Claim","vu","","","Fri Sep 8, 2023, 7:02AM","5"
"Raul Jimenez","FUL","F","Drop","vu","","","Fri Sep 8, 2023, 7:02AM","5"
"Emerson","WHU","D","Claim","md","","","Fri Sep 8, 2023, 7:00AM","5"
"Leon Bailey","AVL","F","Drop","md","","","Fri Sep 8, 2023, 7:00AM","5"
"Scott McKenna","NOT","D","Claim","sean","","","Thu Sep 7, 2023, 8:33PM","5"
"Fabian Schar","NEW","D","Drop","sean","","","Thu Sep 7, 2023, 8:33PM","5"
"Matt Turner","NOT","G","Claim","katabe","","","Wed Sep 6, 2023, 3:08AM","5"
"Arnaut Danjuma Groeneveld","EVE","F","Drop","katabe","","","Wed Sep 6, 2023, 3:08AM","5"
"Abdoulaye Doucoure","EVE","M","Claim","sean","","","Tue Sep 5, 2023, 1:24PM","5"
"Said Benrahma","WHU","M","Drop","sean","","","Tue Sep 5, 2023, 1:24PM","5"
"Sofyan Amrabat","MUN","M","Claim","katabe","","","Tue Sep 5, 2023, 10:15AM","5"
"Matt Turner","NOT","G","Drop","katabe","","","Tue Sep 5, 2023, 10:15AM","5"
"Anthony Elanga","NOT","F","Claim","katabe","","","Tue Sep 5, 2023, 9:45AM","5"
"Vladimir Coufal","WHU","D","Drop","katabe","","","Tue Sep 5, 2023, 9:43AM","5"
"Matt Turner","NOT","G","Claim","katabe","","","Tue Sep 5, 2023, 9:43AM","5"
"Tim Ream","FUL","D","Claim","sean","","","Tue Sep 5, 2023, 8:05AM","5"
"Emerson","WHU","D","Drop","sean","","","Tue Sep 5, 2023, 8:05AM","5"
"Serge Aurier","NOT","D","Claim","mg","1","1/99","Tue Sep 5, 2023, 7:16AM","5"
"Boubacar Kamara","AVL","M","Drop","mg","","","Tue Sep 5, 2023, 7:16AM","5"
"Ivan Toney","BRF","F","Claim","vu","","","Tue Sep 5, 2023, 7:07AM","5"
"Conor Gallagher","CHE","M","Drop","vu","","","Tue Sep 5, 2023, 7:07AM","5"
"Joseph Gomez","LIV","D","Claim","tj","","","Tue Sep 5, 2023, 7:06AM","5"
"Nayef Aguerd","WHU","D","Drop","tj","","","Tue Sep 5, 2023, 7:06AM","5"
"Billy Gilmour","BHA","M","Claim","vu","","","Tue Sep 5, 2023, 7:04AM","5"
"Tyrell Malacia","MUN","D","Drop","vu","","","Tue Sep 5, 2023, 7:04AM","5"
"Jose Sa","WOL","G","Claim","vu","","","Tue Sep 5, 2023, 7:03AM","5"
"Nick Pope","NEW","G","Drop","vu","","","Tue Sep 5, 2023, 7:03AM","5"
"Manor Solomon","TOT","F","Claim","mg","5","1/99","Tue Sep 5, 2023, 7:00AM","5"
"Bobby De Cordova-Reid","FUL","F","Claim","katabe","","","Tue Sep 5, 2023, 7:00AM","5"
"Ibrahima Konate","LIV","D","Claim","mg","4","1/99","Tue Sep 5, 2023, 7:00AM","5"
"Willy Boly","NOT","D","Claim","katabe","","","Tue Sep 5, 2023, 7:00AM","5"
"Ryan Gravenberch","LIV","M","Claim","mg","2","1/99","Tue Sep 5, 2023, 7:00AM","5"
"Joao Pedro","BHA","F","Drop","mg","","","Tue Sep 5, 2023, 7:00AM","5"
"Aaron Ramsdale","ARS","G","Claim","katabe","","","Tue Sep 5, 2023, 7:00AM","5"
"Ansu Fati","BHA","F","Claim","mg","1","1/99","Tue Sep 5, 2023, 7:00AM","5"
"Alex Iwobi","EVE/FUL","M","Drop","mg","","","Tue Sep 5, 2023, 7:00AM","5"
"Moises Caicedo","BHA/CHE","M","Drop","mg","","","Mon Sep 4, 2023, 8:29AM","5"
"Michail Antonio","WHU","F","Drop","mg","","","Mon Sep 4, 2023, 8:27AM","5"
"Tomas Soucek","WHU","M","Drop","katabe","","","Sun Sep 3, 2023, 9:20PM","5"
"Joel Ward","CRY","D","Drop","katabe","","","Sun Sep 3, 2023, 9:19PM","5"
"Jose Sa","WOL","G","Drop","katabe","","","Sun Sep 3, 2023, 9:18PM","5"
"Kevin Schade","BRF","M","Claim","tj","","","Sat Sep 2, 2023, 6:44AM","4"
"Serge Aurier","NOT","D","Drop","tj","","","Sat Sep 2, 2023, 6:44AM","4"
"Jeffrey Schlupp","CRY","M","Claim","ben","","","Fri Sep 1, 2023, 11:21AM","4"
"Alejandro Garnacho","MUN","M","Drop","ben","","","Fri Sep 1, 2023, 11:21AM","4"
"Brennan Johnson","NOT/TOT","F","Claim","katabe","","","Fri Sep 1, 2023, 9:00AM","4"
"Matt Turner","NOT","G","Drop","katabe","","","Fri Sep 1, 2023, 8:59AM","4"
"Raul Jimenez","FUL","F","Claim","vu","","","Fri Sep 1, 2023, 7:10AM","4"
"Kevin Schade","BRF","M","Drop","vu","","","Fri Sep 1, 2023, 7:10AM","4"
"Beto","EVE","F","Claim","ben","","","Fri Sep 1, 2023, 7:00AM","4"
"Nicolo Zaniolo","AVL","M","Drop","ben","","","Fri Sep 1, 2023, 7:00AM","4"
"Tyrick Mitchell","CRY","D","Claim","sean","","","Thu Aug 31, 2023, 11:58AM","4"
"Milos Kerkez","BOU","D","Drop","sean","","","Thu Aug 31, 2023, 11:58AM","4"
"Cole Palmer","MCI/CHE","M","Claim","vu","","","Wed Aug 30, 2023, 8:45AM","4"
"Harvey Barnes","NEW","M","Drop","vu","","","Wed Aug 30, 2023, 8:45AM","4"
"Vladimir Coufal","WHU","D","Claim","katabe","","","Tue Aug 29, 2023, 8:20AM","4"
"Nayef Aguerd","WHU","D","Claim","tj","","","Tue Aug 29, 2023, 8:13AM","4"
"Harry Wilson","FUL","M","Drop","tj","","","Tue Aug 29, 2023, 8:13AM","4"
"Joel Ward","CRY","D","Claim","katabe","","","Tue Aug 29, 2023, 8:13AM","4"
"Sam Johnstone","CRY","G","Drop","katabe","","","Tue Aug 29, 2023, 8:08AM","4"
"Bart Verbruggen","BHA","G","Drop","katabe","","","Tue Aug 29, 2023, 8:08AM","4"
"Tyrell Malacia","MUN","D","Claim","vu","","","Tue Aug 29, 2023, 7:46AM","4"
"Antoine Semenyo","BOU","F","Drop","vu","","","Tue Aug 29, 2023, 7:46AM","4"
"Micky van de Ven","TOT","D","Claim","tj","","","Tue Aug 29, 2023, 7:34AM","4"
"Craig Dawson","WOL","D","Drop","tj","","","Tue Aug 29, 2023, 7:34AM","4"
"Kurt Zouma","WHU","D","Claim","vu","","","Tue Aug 29, 2023, 7:30AM","4"
"Micky van de Ven","TOT","D","Drop","vu","","","Tue Aug 29, 2023, 7:30AM","4"
"Kevin Schade","BRF","M","Claim","vu","","","Tue Aug 29, 2023, 7:20AM","4"
"Mykhailo Mudryk","CHE","M","Drop","vu","","","Tue Aug 29, 2023, 7:20AM","4"
"Christian Norgaard","BRF","M","Claim","vu","","","Tue Aug 29, 2023, 7:16AM","4"
"Noni Madueke","CHE","F","Drop","vu","","","Tue Aug 29, 2023, 7:16AM","4"
"Micky van de Ven","TOT","D","Claim","vu","","","Tue Aug 29, 2023, 7:14AM","4"
"Ibrahima Konate","LIV","D","Drop","vu","","","Tue Aug 29, 2023, 7:14AM","4"
"Matt Turner","NOT","G","Claim","katabe","","","Tue Aug 29, 2023, 7:00AM","4"
"Bart Verbruggen","BHA","G","Claim","katabe","","","Tue Aug 29, 2023, 7:00AM","4"
"Sam Johnstone","CRY","G","Claim","katabe","","","Tue Aug 29, 2023, 7:00AM","4"
"Jose Sa","WOL","G","Claim","katabe","","","Tue Aug 29, 2023, 7:00AM","4"
"Pape Sarr","TOT","M","Claim","aj","","","Tue Aug 29, 2023, 7:00AM","4"
"Giovani Lo Celso","TOT","M","Drop","aj","","","Tue Aug 29, 2023, 7:00AM","4"
"Anthony Gordon","NEW","M","Claim","rafa","","","Tue Aug 29, 2023, 7:00AM","4"
"Hamed Traore","BOU","M","Drop","rafa","","","Tue Aug 29, 2023, 7:00AM","4"
"Jeremy Doku","MCI","F","Claim","sean","","","Tue Aug 29, 2023, 7:00AM","4"
"Adam Webster","BHA","D","Drop","sean","","","Tue Aug 29, 2023, 7:00AM","4"
"Mohammed Kudus","WHU","M","Claim","tj","","","Tue Aug 29, 2023, 7:00AM","4"
"Wataru Endo","LIV","M","Drop","tj","","","Tue Aug 29, 2023, 7:00AM","4"
"Wataru Endo","LIV","M","Claim","tj","","","Sun Aug 27, 2023, 7:34AM","3"
"Anthony Gordon","NEW","M","Drop","tj","","","Sun Aug 27, 2023, 7:34AM","3"
"Anthony Gordon","NEW","M","Claim","tj","","","Sun Aug 27, 2023, 7:32AM","3"
"Lewis Hall","CHE/NEW","D","Drop","tj","","","Sun Aug 27, 2023, 7:32AM","3"
"Aaron Hickey","BRF","D","Drop","katabe","","","Sat Aug 26, 2023, 2:05PM","4"
"Max Kilman","WOL","D","Drop","katabe","","","Sat Aug 26, 2023, 2:05PM","4"
"Hwang Hee-Chan","WOL","F","Drop","katabe","","","Sat Aug 26, 2023, 2:03PM","4"
"Jason Steele","BHA","G","Drop","katabe","","","Sat Aug 26, 2023, 2:03PM","4"
"Michail Antonio","WHU","F","Claim","mg","1","1/99","Sat Aug 26, 2023, 9:07AM","3"
"Jan-Paul van Hecke","BHA","D","Drop","mg","","","Sat Aug 26, 2023, 9:07AM","3"
"Max Kilman","WOL","D","Claim","katabe","","","Fri Aug 25, 2023, 10:27PM","3"
"Aaron Hickey","BRF","D","Claim","katabe","","","Fri Aug 25, 2023, 10:27PM","3"
"Micky van de Ven","TOT","D","Drop","katabe","","","Fri Aug 25, 2023, 10:26PM","3"
"Pape Sarr","TOT","M","Drop","katabe","","","Fri Aug 25, 2023, 10:26PM","3"
"Noni Madueke","CHE","F","Claim","vu","","","Fri Aug 25, 2023, 7:51AM","3"
"Thiago Alcântara","LIV","M","Drop","vu","","","Fri Aug 25, 2023, 7:51AM","3"
"Christian Eriksen","MUN","M","Claim","vu","","","Fri Aug 25, 2023, 7:19AM","3"
"Julio Enciso","BHA","F","Drop","vu","","","Fri Aug 25, 2023, 7:19AM","3"
"Joelinton","NEW","M","Claim","ben","","","Fri Aug 25, 2023, 7:00AM","3"
"Jacob Ramsey","AVL","M","Drop","ben","","","Fri Aug 25, 2023, 7:00AM","3"
"Philip Billing","BOU","M","Claim","ben","","","Fri Aug 25, 2023, 7:00AM","3"
"Jadon Sancho","MUN","M","Drop","ben","","","Fri Aug 25, 2023, 7:00AM","3"
"Leon Bailey","AVL","F","Claim","md","","","Thu Aug 24, 2023, 1:07AM","3"
"Noni Madueke","CHE","F","Drop","md","","","Thu Aug 24, 2023, 1:07AM","3"
"Boubacar Kamara","AVL","M","Claim","mg","1","1/99","Wed Aug 23, 2023, 9:31PM","3"
"Marcus Tavernier","BOU","M","Drop","mg","","","Wed Aug 23, 2023, 9:31PM","3"
"Jan-Paul van Hecke","BHA","D","Claim","mg","1","1/99","Wed Aug 23, 2023, 9:18PM","3"
"Christian Eriksen","MUN","M","Drop","mg","","","Wed Aug 23, 2023, 9:18PM","3"
"Pedro Porro","TOT","D","Claim","mg","1","1/99","Wed Aug 23, 2023, 9:14PM","3"
"Ivan Perisic","TOT","M","Drop","mg","","","Wed Aug 23, 2023, 9:14PM","3"
"Nathan Collins","BRF","D","Claim","mg","1","1/99","Wed Aug 23, 2023, 9:10PM","3"
"Willian","FUL","F","Drop","mg","","","Wed Aug 23, 2023, 9:10PM","3"
"John McGinn","AVL","M","Claim","mg","1","1/99","Wed Aug 23, 2023, 9:09PM","3"
"Joelinton","NEW","M","Drop","mg","","","Wed Aug 23, 2023, 9:09PM","3"
"Lewis Hall","CHE/NEW","D","Claim","tj","","","Tue Aug 22, 2023, 12:23PM","3"
"Anthony Gordon","NEW","M","Drop","tj","","","Tue Aug 22, 2023, 12:23PM","3"
"Arnaut Danjuma Groeneveld","EVE","F","Claim","katabe","","","Tue Aug 22, 2023, 10:38AM","3"
"Jhon Duran","AVL","F","Drop","katabe","","","Tue Aug 22, 2023, 10:38AM","3"
"Hwang Hee-Chan","WOL","F","Claim","katabe","","","Tue Aug 22, 2023, 10:26AM","3"
"Giovani Lo Celso","TOT","M","Claim","aj","","","Tue Aug 22, 2023, 9:04AM","3"
"Emerson","WHU","D","Claim","sean","","","Tue Aug 22, 2023, 8:37AM","3"
"Mahmoud Dahoud","BHA","M","Drop","sean","","","Tue Aug 22, 2023, 8:37AM","3"
"Cristian Romero","TOT","D","Claim","sean","","","Tue Aug 22, 2023, 8:23AM","3"
"Tim Ream","FUL","D","Drop","sean","","","Tue Aug 22, 2023, 8:23AM","3"
"Conor Gallagher","CHE","M","Claim","vu","","","Tue Aug 22, 2023, 8:15AM","3"
"Philip Billing","BOU","M","Drop","vu","","","Tue Aug 22, 2023, 8:15AM","3"
"Antoine Semenyo","BOU","F","Claim","vu","","","Tue Aug 22, 2023, 8:06AM","3"
"Brennan Johnson","NOT/TOT","F","Drop","vu","","","Tue Aug 22, 2023, 8:06AM","3"
"Thiago Alcântara","LIV","M","Claim","vu","","","Tue Aug 22, 2023, 8:04AM","3"
"Marcelo Pitaluga","LIV","G","Drop","vu","","","Tue Aug 22, 2023, 8:04AM","3"
"Marcelo Pitaluga","LIV","G","Claim","vu","","","Tue Aug 22, 2023, 8:03AM","3"
"Carney Chukwuemeka","CHE","M","Drop","vu","","","Tue Aug 22, 2023, 8:03AM","3"
"Micky van de Ven","TOT","D","Claim","katabe","","","Tue Aug 22, 2023, 7:00AM","3"
"Pape Sarr","TOT","M","Claim","katabe","","","Tue Aug 22, 2023, 7:00AM","3"
"Joachim Andersen","CRY","D","Claim","katabe","","","Tue Aug 22, 2023, 7:00AM","3"
"Jhon Duran","AVL","F","Claim","katabe","","","Tue Aug 22, 2023, 7:00AM","3"
"Alphonse Areola","WHU","G","Claim","aj","","","Tue Aug 22, 2023, 7:00AM","3"
"Jordan Pickford","EVE","G","Drop","aj","","","Tue Aug 22, 2023, 7:00AM","3"
"Nicolo Zaniolo","AVL","M","Claim","ben","","","Tue Aug 22, 2023, 7:00AM","3"
"Oliver Norwood","SHU","M","Drop","ben","","","Tue Aug 22, 2023, 7:00AM","3"
"Julio Enciso","BHA","F","Claim","vu","","","Tue Aug 22, 2023, 7:00AM","3"
"Danny Welbeck","BHA","F","Drop","vu","","","Tue Aug 22, 2023, 7:00AM","3"
"Amadou Onana","EVE","M","Drop","katabe","","","Mon Aug 21, 2023, 8:06PM","3"
"Neal Maupay","EVE/BRF","F","Drop","katabe","","","Mon Aug 21, 2023, 8:06PM","3"
"Scott McKenna","NOT","D","Drop","katabe","","","Mon Aug 21, 2023, 8:05PM","3"
"Carney Chukwuemeka","CHE","M","Claim","vu","","","Sun Aug 20, 2023, 8:09AM","2"
"Cédric Soares","ARS","D","Drop","vu","","","Sun Aug 20, 2023, 8:09AM","2"
"Lucas Digne","AVL","D","Claim","tj","","","Sat Aug 19, 2023, 1:43PM","2"
"Takehiro Tomiyasu","ARS","D","Drop","tj","","","Sat Aug 19, 2023, 1:43PM","2"
"Takehiro Tomiyasu","ARS","D","Claim","tj","","","Sat Aug 19, 2023, 11:32AM","2"
"Justin Kluivert","BOU","M","Drop","tj","","","Sat Aug 19, 2023, 6:03AM","2"
"Adam Webster","BHA","D","Claim","sean","","","Sat Aug 19, 2023, 6:03AM","2"
"Jan-Paul van Hecke","BHA","D","Drop","sean","","","Sat Aug 19, 2023, 6:03AM","2"
"Willy Boly","NOT","D","Drop","katabe","","","Fri Aug 18, 2023, 4:59PM","3"
"Joe Worrall","NOT","D","Drop","katabe","","","Fri Aug 18, 2023, 4:58PM","3"
"Neal Maupay","EVE/BRF","F","Claim","katabe","","","Fri Aug 18, 2023, 12:22PM","2"
"Fabio Silva","WOL","F","Drop","katabe","","","Fri Aug 18, 2023, 12:22PM","2"
"Scott McKenna","NOT","D","Claim","katabe","","","Fri Aug 18, 2023, 11:07AM","2"
"Lucas Digne","AVL","D","Drop","katabe","","","Fri Aug 18, 2023, 11:07AM","2"
"Craig Dawson","WOL","D","Claim","tj","","","Fri Aug 18, 2023, 9:34AM","2"
"Aleksandar Mitrovic","FUL","F","Drop","tj","","","Fri Aug 18, 2023, 9:34AM","2"
"Fabio Silva","WOL","F","Claim","katabe","","","Fri Aug 18, 2023, 9:09AM","2"
"Joachim Andersen","CRY","D","Drop","katabe","","","Fri Aug 18, 2023, 9:08AM","2"
"Pablo Sarabia","WOL","M","Claim","rafa","","","Fri Aug 18, 2023, 8:39AM","2"
"Josh Brownhill","BUR","M","Drop","rafa","","","Fri Aug 18, 2023, 8:39AM","2"
"Matheus Nunes","WOL/MCI","M","Claim","sean","","","Fri Aug 18, 2023, 7:54AM","2"
"Aaron Ramsdale","ARS","G","Drop","sean","","","Fri Aug 18, 2023, 7:54AM","2"
"Matheus Cunha","WOL","F","Claim","vu","","","Fri Aug 18, 2023, 7:11AM","2"
"Michail Antonio","WHU","F","Drop","vu","","","Fri Aug 18, 2023, 7:11AM","2"
